userName,score,at,content
Luqman Hakim,1,2024-03-19 09:09:37,"Parah banget Kredivo gila, Saya transaksi lewat belanja di shopee dan menukarkan 813.000 point kredivo saya, tapi pas pembayaran diproses tiba2 pembayaran ditolak, yang bikin jengkel point saya dianggap hangus, padahal bukan saya juga yang membatalkan, tapi batal otomatis. Ngumpulin berbulan2 dan itu nggak sedikit, 400.000 ribu rupiah hilang, tidak seperti gopay coint atau koin shopee kalau ada apa2 ya balik lagi, ini dianggap hangus? Telpon CS nggak ada solusi apa2, nggak ikhlas saya"
Cucun Nurasiyah,5,2024-03-19 07:19:13,"Sempet bingung, karna kebutuhan untuk sehari² dan suami kerja lagi gk baik. Mencoba kredivo ternyata daftarnya mudah dan proses pinjaman juga cepat🫰"
Amelia Singgih,5,2024-03-19 07:16:24,Kenapa saya mau transaksi belanja online/offline tidak disetujui. Sedangkan klw saya beli pulsa/paket data pasti bisa. Padahal saya tidak pernah telat bayar. Tolong di bantu akun saya. Agar bisa disetujui belanja. Limit saya skrg ada 6.3jt Nama akun saya : RUSMILA SARI
Sri Handoyo,5,2024-03-19 05:57:10,"Ketika dalam kesulitan kuangan, kredivo bisa menjadi salah satu solusi untuk mengcover sementara kebutuhan kita,. Trima kasih kredivo,."
indra mahendra,2,2024-03-19 03:28:37,Padahal pake Kredivo udh Cukup lama.. Pembayaran juga bagus.. knp Upgrade naik level gak bisa.. Gak jelas banget
rangga nyuthz,2,2024-03-19 02:18:18,"Setiap mau transaksi gagal terus, padahal sebelum nya lancar lancar saja, kenapa jd seperti ini ? mohon penjelasan nya. Terimakasih."
Dewi Junaeni,5,2024-03-19 01:41:24,Kredivo itu sebenarnya asik dan mudah tapiiiii yang tidak aku mengerti itu adalah misal nih limit 8 jt an trus dipake 400 rb eeeh tiba tiba sisa limit jadi 2 jt an dari mana ngitungnya tuh Makanya aku jarang pake Dipake nya kalo beli yang ringan2 aja atau bayar PDAM dan PLN karen limit gede juga percuma penggunaanya
Jumadi Saputra,2,2024-03-19 00:43:44,"Tapi sayangnx di kredivo limit msih teesedia 6 juta ,taoi di pakenya belanja gk bisa, tampilanx pembayaran tidak sah,, buat apa ada limit sama aja bohong,, kenapa dari awal gk di tolak, kalo takut gk di bayar ,kalo kita belanja"
sarwo to,2,2024-03-19 00:24:53,"Bingung kenapa nggak ada tunggakan, nggak ada cicilan, nggak ada telat, sebelum tgl sudah bayar, ehh mau pengajuan alasannya macam2 ,padahal sudah dilunasi. Gimana konsumen mau senang kalau kaya gini"
Akhmad Maskuri,5,2024-03-18 23:51:54,"Simple,mudah dlm hal sgla transaksi,,mantaplah..halloo kredivo semuanya sdh ok, mudh dlm sgala hal transaksi, tp klau bolh mo ksih masukn knp y fitur top up uang elekronik blm ada untk e-money atau yg sejnisny, thankyou 👍"
nino purwantoro,5,2024-03-18 22:35:04,"Aplikasi terbaik. Butuh uang cepat kredivo solusinya, dlm hitungan menit langsung cair, gak pake ribet. Pengen bayar ini itu bisa banget pake kredivo, semisal isi pulsa, byr BPJS dll. Bayarnya pun bisa dibyrkan bln berikutnya."
Opa Dodo,5,2024-03-18 21:59:12,"perbaiki dan tingkatkan lg pelayananya,trims sdh membantu limit ada tp transaksi beli pulsa 12000 aja gbs buat apa dikasih limit tp gbs dipake udh berusaha dilunasin mlh gbs buat transaksi sama sekali,gmn mau naik kredit point' kredit skor klo dipake aja gk ada yg bisa fiturnya👀🤬"
"Isi_kode 〝 KODEHOKI 〞 cptAcc,dptBonus",5,2024-03-18 16:19:46,"WooW bagus banget, aplikasi ini sangat sederhana tapi begitu sangat membantu karena mau menolong berkali kali ketika saya membutuhkan. Aplikasi kredivo ini sangat membantu dan saya tidak percaya omongan jelek orang tentang aplikasi ini karena selama saya menggunakan dari tahun 2020 belum pernah terjadi kendala apapun karena selalu bayar tepat waktu"
wenna andie,5,2024-03-18 15:00:34,"Alhamdulillah terima kasih banyak bisa membantu saya dengan adanya KREDIVO aplikasi ini,tapi kenapa limit saya tetep aja,gak nambah,pada hal bayar tepat waktu alhamdulillah,tapi tetep aja gak naik limitnya,makasih"
Dimaz Dwi,1,2024-03-18 14:59:04,"Buruk cukkk pelayanannya, customer service nya lemot lambat saya butuh secepatnya di cek transaksi saya lama kali, kalian di gaji harus fast respon dimanapun, belum selesai pembicaraan udh ganti orang"
aqil hasan,1,2024-03-18 14:08:42,"Saya tidak faham dengan perhitungan limit kredivo ini,saya dapat limit 5.000.000 di pakai baru 1.145.520 harus nya sisa nya 3.854.480 eh ini sisa nya cuma 469.336 terus 3.385.144 nya hilang kemana ? Harus nya bilang bilang aja kalo limit saya 1.500.000 jadi nggk usah bohongin nasabah,padahal pembayaran saya lancar"
Erna Susilowaty,3,2024-03-18 14:05:20,"sudah pakai aplikasi ini bbrp thn terakhir tp,cm gara2 telat byar karna hp rusak setelah dibayar ttiba limit sudah tdk bs digunakan untuk apapun.percuma diinstal dong ya..auto delete kaka"
Abdul Muhti,1,2024-03-18 11:24:43,"Ga jadi bintang 5, jatuh tempo aja belum akun udah di tangguhkan, bahkan sebelum jatuh tempo udah di bayar itu angsuran..sedangkan ini kan belum terlambat atau lewat tanggal perjanjian kontrak"
wira samsuria,5,2024-03-18 10:16:33,"Sangat terbantu dengan apk ini, Bunga ringan buat belanja online. Pertama pakai memang risih sama cs nya.belum jtp udah ditlp.tapi Sekarang udah ga lagi. Semoga kredivo memberikan pelayan yg lebih baik lagi."
Mahfud Sodiq,5,2024-03-18 09:06:24,"Mempermudah transaksi, proses super cepat, sangat membantu utk kebutuhan yg mendesak, jos pokok men"
Supratno,2,2024-03-18 09:04:51,"Bayar lebih cepat dari waktu, limit tidak naik. Malah tidak bisa ambil kembali. Harus Menunggu 1bulan kedepan dengan alasan keamanan lagi.ribet"
Wiwi Kurniati,5,2024-03-18 08:26:00,"Saya suka dengan aplikasi ini, tapi sayang, kenapa sekarang tidak bisa bertransaksi karena kemanan katanya, padahal. Saya gak pernah telat"
Eko Nugroho,5,2024-03-18 07:50:17,"cukup bagus & sangat membantu, applikasi simple, tdk bertele², tapi sayang saya telat sekali angsuran itupun hanya telat beberapa hari, & sudah setahun ini akun tidak bisa digunakan untuk transaksi, untuk meningkatkan kualitas kreditpun sulit."
Anthonic Production OFFICIAL,5,2024-03-18 06:44:00,"Alhamdulillah,limit kredit belanjanya ditambah,tapi limit pinjamnya juga bertambah,,kredivo memang paling mantap dan paling rendah bunganya."
Alexander Chandra,1,2024-03-18 06:33:59,"Paket data tri, d kredivo knp banyak yg ga ada ya, 117Gb ga ada, beli yg 60Gb jg ga ada lg. Paket yg laen cman mahal doank, tp kuotanya sedikit 👎👎"
deni wahyudi,5,2024-03-18 06:22:56,"bunga dan admin paling murah seindonesia untuk pinjol,mudah dan cicilan lebih kecil ,cocok dijadikan referensi bagi yg butuh modal. Cicilan tenornya kalau bisa lebih panjang lagi bisa sampai 24 bulan. Terimakasih"
STIEVANO DAFFA,4,2024-03-18 04:22:55,"sangat membantu di saat kebutuhan mendesak.. cuman kadang data tdk bisa dtampilkan di server,jdi aplkasinya kdang gk bsa dibuka.tlong diperbaiki lg aplkasinya."
Achmad Agus,5,2024-03-18 04:12:29,"Sya kasih langsung bintang 5 krn pelayaannya cepat dan langsung acc.Saya akun baru..coba transaksi awalnya ngk berhasil, dgn tujuan bank nya setelah di coba beberapa kali akhirnya berhasil dan di acc dgn limit yg masuk akal. Dan tidak memerlukan waktu lama.Mudah""an ke depannya apabila saya sdah lunas bisa mengajukan kembali."
ASRUL OFFICIAL,1,2024-03-18 04:01:30,Sumpah kesel banget kak kenapa aku ada limit transaksi tapi pas di pakai limit nya selalu ada notifikasi transaksi tidak sah demi keamanan akun alahhh capekkk woiii bayar cuma telat 5 hari aja langsung nggak bisa
KAJUL KW,2,2024-03-18 03:23:50,"tolong kalau menelpon untuk mengingatkan tagihan jangan terus2an cukup 1 kali atau dua kali, ini kalau tlp bisa 10x klau tdk di angkat.. walaupun tidak di ingatkan jg pasti ingat.. sebaiknya kalau mau tlp di lihat skor kreditnya, klo skor kredinya A plus brarti kan costemer trsbt tdk bermasalah."
Sri Lestari,4,2024-03-18 01:52:08,Sangat terbantu dengan akun kredivo.. Tapi untuk data privasi mohon lebih ditingkatkan ke amanan nya karena hampir saja kena tipu.. Yang saya herankan kenapa data bisa bocor.. Kedepan mudah2 an tidak ada lagi kasus seperti ini ya...
syarif hidayat,5,2024-03-18 01:49:20,"jaringan udah pasti stabil min, aplikasi udah saya uninstall dan install lagi, data aplikasi sudah saya hapus. terus masih kendala aplikasi yang keluar dengan sendirinya. jika ada keterlambatan pambayaran bagaimana nanti, kalau saya mau transaksi juga tidak bisa ? aplikasi ngaco setelah di upgrad. tolong selesaikan ya min. tolong ditindak lanjut min"
Robby Biah,1,2024-03-18 00:25:53,"Kenapa setiap masuk aplikasi, selalu ada tulisan warning. Baru langsung tekeluar sendiri dari aplikasi"
vay,1,2024-03-17 22:14:19,"Hanya dapat meminjam sekali. Meski anda membayar tepat waktu, bahkan jauh sebelum jatuh tempo bukan berarti pengajuan pinjaman anda selanjutnya akan lebih mudah, justru anda dapat diblokir sebulan untuk alasan keamanan yg aneh. Sementara ketika saya mengirim email terkait panggilan palsu atas nama kredivo untuk mengambil pinjaman, tidak ditanggapi, admin ig juga sama aja, dibalas dgn jawaban remeh & berbeda. Kali ini saya diblokir, aneh sekali."
Mohamad Rafli,1,2024-03-17 21:50:10,Berkali kali gagal transaksi padahal limit masih ada gak sampe melebihi batas...... Alasannya cuman demi keamanan akun sementara waktu tidak bisa melakukan transaksi.... Helehhh
Moh andi yan yan,5,2024-03-17 20:44:12,"aplikasi Kredivo sangat lah membantu bagus pendaftaran tidak lah sulit cukup sederhana,..semoga semakin sukses ke depannya aplikasi Kredivo."
Irma Novianti,5,2024-03-17 18:24:51,Revisi jadi 1 lah..punya akun tpi udh ga bsa di gunain sma skali.top up pulsa di tolak trus..tolong lah gmna biar bsa berfungsi lgi apk ini
Merti Pitaloka,1,2024-03-17 18:00:55,"Aneh banget,padahal sy sedang pilih barang dan lihat kalkulasi piutang perbulannya beberapa kali. Tiba2 akun sy di blokir permanen,dgn alasan karna keamanan akun. Padahal pembayaran sy sebelumnya itu selalu lancar dan sebelum jatuh tempo dibayarnya. Klo memang mau menjaga akun konsumen anda harusnya tanyakan lebih dahulu perihal kenapa berapa kali coba keluar masuk dan kalkulasi untuk piutangnya,baru anda blokir permanen. Sy jd pengen email pihak OJK,karna sy merasa kredivo itu aplikasi penipuan"
Dimas Oboy,4,2024-03-17 16:54:49,Untuk pertama ok tapi setelah dana di bayar dan meminjam lagi tidak bisa meminjam atau pun yang lainnya hanya bisa membayar belanja online itupun yang murah murah saja tidak bisa membayar yang mahal
hendra Setiawan,4,2024-03-17 15:35:01,Saya udah premium dari tahun lalu .. Cicilan dana masih saja 6 bulan .. Padahal pembayaran tidak pernah telat . Belum jatuh tempo sudah saya lunasi Maaf kurangin bintang dulu
Harry 90 (Harry 90),5,2024-03-17 15:16:57,Setelah daftar di Telkomsel paylater (support kredivo) bintangnya sekarang berubah aku kasih ⭐⭐⭐⭐⭐. Terimakasih kredivo semoga lancar terus dan semoga limitnya bisa bertambah dan tenornya bisa tambah jadi 24 bulan.
Mas Bro,4,2024-03-17 15:14:51,"Utk pembayaran transaksi levat VA kenapa tidak bisa? Tiap di klik lanjutkan selalu muncul keterangan "" masukkan nomor VA dengan benar "" Padahal nomor VA jg sudah benar.. copy paste nomor VA jg sama aja nihil.. keterangan tetap sama jg masukkan nomor dengan benar.."
Andy Aby,1,2024-03-17 14:12:16,"saya sudah melakukan pembayaran, tapi tagihan tetap ada, sudah komplain puluhan kali, tetap enggak ada solusi, jadi saya ga pake lagi aja, rugi dong, gak beli barang, tapi suruh bayar"
Isi kode ❷⓿❽⓿⓿❻❾ Novelah bonus,5,2024-03-17 13:53:13,"Aplikasi kredivo bisa mengambil pinjaman jangka pemdek sangat menguntungkan banget ngajuin pinjaman di aplikasi ini, proses pengajuan limitnya juga sangat cepat sekali hanya membutuhkan waktu beberapa menit saja walaupun opsi persetujuannya 24 jam, Cs nya juga ramah, layanan pelanggan juga sangat membantu menyelesaikan pertanyaan apapun secara instan dan keamanan tinggi memastikan ketenangan pikiran, saya juga menyukai pembayaran yang fleksibel dengn adanya QR di aplikasi ini!"
Pirhan yb,5,2024-03-17 13:17:52,"Sekarang ada dompet digital jadi lebih mantap pake kredivo, jangan ragu bro pake kredivo simpel dan gampang prosesnya ,pokonya recommen banget"
-fathur-,5,2024-03-17 13:17:44,"Aplikasi yg cukup ngebantu. Di bbrpa bulan terakhir krna sy sedang BU, sy coba ajukan pinjaman ke bbrpa aplikasi, dan ketika sy coba hitung² aplikasi inilah yg bisa dibilang utk bunganya masih masuk di akal, sementara utk aplikasi lain, hadeuhhh hati² dh."
Stendy Tojeng,1,2024-03-17 13:08:47,"Secara aplikasi bagus, kegunaan jg okey, tp uang sy prnah salah transfer Virtual Account, udah telpon kiri kanan sm admin kredivo, pihak bank, duit gw ga balik padahal kan bukan akun bank cm virtual account yg tetap masuknya ke kantong kredivo, tolong hal yg sprti itu diperbaiki biar gak nelan korban banyak, maaf takasih bintang 1, klo duit gw balik baru takasih 5"
Ratna Juwita sari,5,2024-03-17 12:22:06,"Suka aja pakai aplikasi ini, dan sampe hari ini masih stay di aplikasi KREDIVO karena emang semudah dan gak pernah ribet dalam transaksi apapun baik pinjaman maupun belanja, selalu memuaskan dan tak pernah buat kecewa, mudah mudahan limit nya bisa di tambah lagi, biar makin lancar jaya untuk KREDIVO sukses dan lancar selalu"
Muhamad Rusli (Uchi),1,2024-03-17 12:01:35,cukup bintang 1 saja lah. pinjaman sudah di lunasi semua kok malah di blokir permanen. aplikasi yang lucu. Berarti bener kata kebanyakan pengguna yang sudah UNINSTAL aplikasi ini. aplikasi yang gak JELAS
Ahmad Zaenudin,5,2024-03-17 10:30:13,"mantap proses cepat & mudah pinjaman secepat kilat hitungan detik dana langsung cair. semoga kredivo makin sukses, belanja apa pun cukup satu sentuhan di Hp anda,sangat mudah digunakan bagi siapa saja. aplikasi kredivo & Kredifazz sangat mantap & jaya terusssss aje kendor mantul👍👍👍👍👍👍👍❤❤❤😉👍💪🖕"
Oka Maulana,2,2024-03-17 09:28:34,"Oke, nanti saya mau ngajak doi/kawan ke APK ini ... Lalu saya akan bilang pada mereka begini : Di apk ini kita diberi limit awal 150k, lalu disuruh transaksi dgn limit itu dan disuruh nunggu update selama 3bln ! itu pun blm tentu disetujui update, bisa2 kamu disuruh nunggu lagi 3bln, Hhaha 🙃🙃☺😊🙂"
Wina Yuliyanti,1,2024-03-17 08:58:47,Saya sangat kecewa si sebenernya padahal jelas-jelas sudah bayar tapi masa pas saya mau bayar lagi statusnya belum ada pembayaran pelayanan dalam aplikasi nya sangat terlambat no recomended
Zidane Yazid,1,2024-03-17 08:47:03,dengan sistem jatuh tempo yang berubah ubah yang beda dengan aplikasi lainya sehingga membuat BI Checking kurang baik.
SPM OFFICE MUSIC,1,2024-03-17 08:32:45,Yg sangat dan sangat kecewa untuk pengguna baru di kredivo..p mbayar sama s kali tidak ada tunggakan...ehh tiba2 akun diblokir permanen aplikasi aneh..saya ksih 🌟
Mohammad Rifaldhi,5,2024-03-17 06:47:49,"Tapì kenapa sudah 6bulan pakai aplikasi ini mau upgrade akun ke aku basic malah ga bisa, mana limitnya cuman 100ribu Ga pernah naik dan pembayaran sebelum jatuh tempo saya sudah lunasin duluan. Mohon Dibantu Keluhan Saya🙏"
Rico Tosa,5,2024-03-17 06:43:30,Pinjam di kredivo ok banget Prosesnya cepet bgt ga sampe 2 menit cair mungkin karena saya lancar bayarnya... Kredivo bunganya rendah di banding2 yg lain...makasih kredivo..sukses selalu ya...😇
Dian-imortal Sayacintaindonesia123,4,2024-03-17 06:16:23,"Sangat bermanfaat bagi masyarakat yg berpenghasilan besar maupun kecil seperti saya, tapi saran saja klo bisa hubungi nasabah 1 hari sebelum jatuh tempo, karna kadang lupa😁🙏🙏 Sukses selalu kredivo"
Rein Elyn,1,2024-03-17 04:56:50,"Dulu sih bagus,makin kesini makin2...tipe akun gw premium dan SDH pakai bertahun2 tanpa pernah telat bayar 1 x pun,tp mau belanja online tidak bisa Krn dibilang belum memenuhi kriteria score..Khan kocak"
Fitria Wati,5,2024-03-17 04:16:57,"Saya suka sekali dengan aplikasi kredivo sangan membantu saya dalam hal keuangan,, tp aneh kenapa ya skrng limit nya g bisa d pake untuk berbelanja padahal limit besar tp g bisa d pake...mohon bantuan nya kredivo."
Nirmala Sari,5,2024-03-17 04:12:51,Udah lumayan lama pake kredivo tetapi kenapa smakin besar dikasi limit smakin susah digunakan. Padahal lagi butuh. Tolong dipertimbangkan dong pihak kredivo kita yang lancar bayarnya jangan di persulit pas pengajuan kembali
Yulianti Manik,1,2024-03-17 03:30:36,"Mengapa limit sy tidak berubah, padahal sy sudah byr cicilan 4 kali. Sy jadi tidak bisa menggunakan limit yg seharusnya.kalau terlambat sehari saja dendanya besar. Cicilan 696.080 jadi 772.700"
Nanang Rosdiana,5,2024-03-17 01:22:22,"Mantap luar biasa,semua ada di kredivo.transaksi mudah cepat,fiturnya lengkap dan terdaftar di ojk."
jockost 888,5,2024-03-16 23:10:15,"Efisien, cepat, mudah, terpercaya dan bayar tagihan apa aja bisa dan pinjeman tunai juga gampang dan cepat, rate bunga bukan yg paling kecil ...."
Asep Obeh,1,2024-03-16 22:04:11,"Dulu saya pertama kali instal kredivo ulasan nya : Mantappp, keperluan yg saya perlukan sangat bermanfaat, terimakasih dan sukses terus buat kredivo Tapi sekarang jelek banget, udah 7 bulan kredivo saya TDK bisa di gunakan sama sekali, padahal limit ada, kan lucu 🤪"
Adif Aliqa,1,2024-03-16 21:57:46,"limit 1.4jt cuma dipake 500ribu,mau belanja di mercant yang bekerja sama dangan kredivo maupun belanja dari aplikasi kredivo langsung tetap saja sisa limit tidak bisa dipakai,alasan keamanan."
Kadek Andi,5,2024-03-16 21:50:43,"Bagi saya APK kredivo bagus banget dan praktis proses cepat saya udah langganan sejak thun 2021 sampai sekarang tidak ada kendala apapun bunga nya pun ga tinggi , bagi saya kredivo mantap dan joss.. Sukses selalu kredivo"
Jae Nudin Jae,5,2024-03-16 21:26:49,"Sampai saat ini tahun 2024 saya masih aktif bertransaksi via kredivo, dan sangat membantu dan saya tetap beri bintang 5 ., smoga menjelang akhir th. 2023 dapat hadiah kejutan dari kredivo,,,sukses selalu buat kredivo.,,mantab.."
Wawan Hendrawan (Wawan),5,2024-03-16 17:21:19,"saya juga kepingin cicilan sampai 6 bulan atau 12 bulan, kalau 3 bulan bagi saya keberatan menyicilnya, tidak perlu ditambah limitnya, yang penting bisa nyicil sampai 6 bulan"
Denny Hs,5,2024-03-16 16:59:08,"Mantap, tapi limitnya belum bertambah lagi padahal bayar selalu tepat waktu. Sejauh ini so far so good lah. Semoga limitnya bisa bertambah lagi dan cicilan bisa sampai 24 bulan"
Hunnayah Cantik,1,2024-03-16 12:06:18,"Saya bingung penggunaan kredivo, dulu pernah bayar tepat waktu cuma dkredivonya masih ada tagihan akhirnya gak bisa d gunakan. Sekarang baru aja naik limit 500 ribu, rencana buat beli hp buat anak sekolah eh malah di kredivo ditangguhkan😭😭"
